Specimen Type,Lab Test Name,LBTEST,LBTESTCD,Collected Unit,Standard Unit,Standard Conversion Factor,Creation Date,Last Modified Date,Reference Standard Unit
plasma,Apolipoprotein CIII B Lipoproteins,#N/A,,mg/L,mg/dL,0.1,2018/4/27,,N
serum,Apolipoprotein CIII Non B Lipoproteins,#N/A,,mg/L,mg/dL,0.1,2018/4/27,,N
plasma,Apolipoprotein CIII Non B Lipoproteins,#N/A,,mg/L,mg/dL,0.1,2018/4/27,,N
plasma,Apolipoprotein Clll B Lipoproteins,#N/A,,mg/dL,mg/dL,1,2018/4/27,,N
serum,Apolipoprotein Clll B Lipoproteins,#N/A,,mg/dL,mg/dL,1,2018/4/27,,N
serum,Apolipoprotein Clll B Lipoproteins,#N/A,,mg/L,mg/dL,0.1,2018/4/27,,N
plasma,Apolipoprotein Clll B Lipoproteins,#N/A,,mg/L,mg/dL,0.1,2018/4/27,,N
plasma,Apolipoprotein Clll Non B Lipoproteins,#N/A,,mg/L,mg/dL,0.1,2018/4/27,,N
serum,Apolipoprotein Clll Non B Lipoproteins,#N/A,,mg/dL,mg/dL,1,2018/4/27,,N
serum,Apolipoprotein Clll Non B Lipoproteins,#N/A,,mg/L,mg/dL,0.1,2018/4/27,,N
plasma,Apolipoprotein Clll Non B Lipoproteins,#N/A,,mg/dL,mg/dL,1,2018/4/27,,N
serum,Apolipoprotein E,Apolipoprotein E,,mg/dL,mg/dL,1,2018/4/27,,N
plasma,Apolipoprotein E,Apolipoprotein E,,mg/dL,mg/dL,1,2018/4/27,,N
plasma,Apolipoprotein E B Lipoproteins,#N/A,,mg/dL,mg/dL,1,2018/4/27,,N
serum,Apolipoprotein E B Lipoproteins,#N/A,,mg/dL,mg/dL,1,2018/4/27,,N
plasma,Apolipoprotein E Non B Lipoproteins,#N/A,,mg/dL,mg/dL,1,2018/4/27,,N
serum,Apolipoprotein E Non B Lipoproteins,#N/A,,mg/dL,mg/dL,1,2018/4/27,,N
blood,Apolipoprotein Lp(a),#N/A,,nmol/L,nmol/L,1,2018/4/27,,N
plasma,Apolipoprotein Lp(a),#N/A,,nmol/L,nmol/L,1,2018/4/27,,N
serum,Apolipoprotein Lp(a),#N/A,,nmol/L,nmol/L,1,2018/4/27,,N
serum,Apple f49 Allergen Sp IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Arizona Ash Tree Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Arsenic,#N/A,,microgm/L,micromol/L,0.0133,2018/4/27,,Y
blood,Arsenic,#N/A,,microgm/L,micromol/L,0.0133,2018/4/27,,Y
serum,Ash Tree Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
plasma,Aspartate Aminotransferase,Aspartate Aminotransferase,,IU/dL,microkat/L,0.1667,2018/4/27,,Y
plasma,Aspartate Aminotransferase,Aspartate Aminotransferase,,microkat/L,microkat/L,1,2018/4/27,,Y
plasma,Aspartate Aminotransferase,Aspartate Aminotransferase,,micromol/L/sec,microkat/L,1,2018/4/27,,Y
serum,Aspartate Aminotransferase,Aspartate Aminotransferase,,micromol/L/min,microkat/L,0.0167,2018/4/27,,Y
blood,Aspartate Aminotransferase,Aspartate Aminotransferase,,microkat/L,microkat/L,1,2018/4/27,,Y
blood,Aspartate Aminotransferase,Aspartate Aminotransferase,,mIU/mL,microkat/L,0.0167,2018/4/27,,Y
serum,Aspartate Aminotransferase,Aspartate Aminotransferase,,micromol/L/sec,microkat/L,1,2018/4/27,,Y
serum,Aspartate Aminotransferase,Aspartate Aminotransferase,,IU/dL,microkat/L,0.1667,2018/4/27,,Y
serum,Aspartate Aminotransferase,Aspartate Aminotransferase,,mIU/mL,microkat/L,0.0167,2018/4/27,,Y
serum,Aspartate Aminotransferase,Aspartate Aminotransferase,,IU/L,microkat/L,0.0167,2018/4/27,,Y
plasma,Aspartate Aminotransferase,Aspartate Aminotransferase,,IU/L,microkat/L,0.0167,2018/4/27,,Y
plasma,Aspartate Aminotransferase,Aspartate Aminotransferase,,mIU/mL,microkat/L,0.0167,2018/4/27,,Y
plasma,Aspartate Aminotransferase,Aspartate Aminotransferase,,micromol/L/min,microkat/L,0.0167,2018/4/27,,Y
serum,Aspartate Aminotransferase,Aspartate Aminotransferase,,microkat/L,microkat/L,1,2018/4/27,,Y
blood,Aspartate Aminotransferase,Aspartate Aminotransferase,,IU/L,microkat/L,0.0167,2018/4/27,,Y
serum,Aspartate Aminotransferase Antigen,Aspartate Aminotransferase Antigen,,microgm/mL,microgm/mL,1,2018/4/27,,N
plasma,Aspartate Aminotransferase Antigen,Aspartate Aminotransferase Antigen,,microgm/mL,microgm/mL,1,2018/4/27,,N
blood,Aspartic Acid,Aspartic Acid,,mg/dL,micromol/L,75.1,2018/4/27,,Y
serum,Aspergillus Allergen RAST,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
serum,Aspergillus Allergen RAST,#N/A,,IU/mL,kIU/L,1,2018/4/27,,N
serum,Aspergillus Antibody,#N/A,,,,,2018/4/27,,
serum,Aspergillus Antigen,#N/A,,,,,2018/4/27,,
serum,Aspergillus Galactomannan Antigen,#N/A,,,,,2018/4/27,,
plasma,Atherogenic Index,#N/A,,,,,2018/4/27,,
blood,Atherogenic Index,#N/A,,,,,2018/4/27,,
blood,Auer Rods,Auer Rods,,%,%,1,2018/4/27,,Y
serum,B19 Virus Immunoglobulin G Antibody,#N/A,,,,,2018/4/27,,
serum,B19 Virus Immunoglobulin M Antibody,#N/A,,,,,2018/4/27,,
blood,BK Polyomavirus,#N/A,,copies/mL,copies/mL,1,2018/4/27,,Y
serum,BPI Antibody,#N/A,,U/mL,U/mL,1,2018/4/27,,Y
blood,BTLA (J168-540)+/CD16+CD56+CD7+CD3-CD34-,#N/A,,%,%,1,2018/4/27,,N
blood,BTLA (J168-540)+/CD34-CD3+CD4+CD8-,#N/A,,%,%,1,2018/4/27,,N
blood,BTLA (J168-540)+/CD34-CD3+CD4-CD8+,#N/A,,%,%,1,2018/4/27,,N
blood,BTLA(J168-540) on CD34-CD3+CD4+CD8-,#N/A,,MESF,MESF,1,2018/4/27,,Y
blood,BTLA(J168-540) on CD34-CD3+CD4-CD8+,#N/A,,MESF,MESF,1,2018/4/27,,N
blood,BTLA(J168-540)on CD16+CD56+CD7+CD3-CD34-,#N/A,,MESF,MESF,1,2018/4/27,,N
serum,Banana f92 Allergen Sp IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Barbiturates,Barbiturates,,ng/mL,ng/mL,1,2018/4/27,,Y
blood,Base Excess,Base Excess,,mmol/L,mmol/L,1,2018/4/27,,Y
blood,Base Excess,Base Excess,,mEq/L,mmol/L,1,2018/4/27,,Y
serum,Base Excess,Base Excess,,mmol/L,mmol/L,1,2018/4/27,,Y
blood,Basophils,Basophils,,/microL,10[9]/L,0.001,2018/4/27,,Y
blood,Basophils,Basophils,,10[3]/mm[3],10[9]/L,1,2018/4/27,,Y
blood,Basophils,Basophils,,10[6]/L,10[9]/L,0.001,2018/4/27,,Y
blood,Basophils,Basophils,,10[9]/L,10[9]/L,1,2018/4/27,,Y
blood,Basophils,Basophils,,10[2]/microL,10[9]/L,0.1,2018/4/27,,Y
blood,Basophils,Basophils,,/mm[3],10[9]/L,0.001,2018/4/27,,Y
blood,Basophils,Basophils,,/nL,10[9]/L,1,2018/4/27,,Y
blood,Basophils,Basophils,,10[6]/mL,10[9]/L,1,2018/4/27,,Y
blood,Basophils,Basophils,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Basophils Band Form,Basophils Band Form,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Basophils Band Form/Leukocytes,Basophils Band Form/Leukocytes,,%,%,1,2018/4/27,,Y
blood,Basophils Immature,#N/A,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Basophils Immature,#N/A,,10[9]/L,10[9]/L,1,2018/4/27,,Y
blood,Basophils Immature/Leukocytes,#N/A,,%,%,1,2018/4/27,,Y
blood,Basophils/Leukocytes,Basophils/Leukocytes,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Basophils/Leukocytes,Basophils/Leukocytes,,/microL,10[9]/L,0.001,2018/4/27,,Y
blood,Basophils/Leukocytes,Basophils/Leukocytes,,10[3]/mm[3],10[9]/L,1,2018/4/27,,Y
blood,Basophils/Leukocytes,Basophils/Leukocytes,,10[9]/L,10[9]/L,1,2018/4/27,,Y
blood,Basophils/Leukocytes,Basophils/Leukocytes,,%,%,1,2018/4/27,,Y
blood,Basophils/Leukocytes,Basophils/Leukocytes,,/mm[3],10[9]/L,0.001,2018/4/27,,Y
blood,Basophils/Leukocytes,Basophils/Leukocytes,,/nL,10[9]/L,1,2018/4/27,,Y
serum,Bermuda Grass Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Beta 1-Globulin,#N/A,,gm/dL,gm/L,10,2018/4/27,,Y
blood,Beta 1-Globulin,#N/A,,gm/L,gm/L,1,2018/4/27,,Y
serum,Beta 1-Globulin,#N/A,,gm/L,gm/L,1,2018/4/27,,Y
serum,Beta 1-Globulin/Protein,#N/A,,%,%,1,2018/4/27,,Y
serum,Beta 2-Globulin,#N/A,,gm/dL,gm/L,10,2018/4/27,,Y
serum,Beta 2-Globulin,#N/A,,gm/L,gm/L,1,2018/4/27,,Y
blood,Beta 2-Globulin,#N/A,,gm/L,gm/L,1,2018/4/27,,Y
serum,Beta 2-Globulin/Protein,#N/A,,%,%,1,2018/4/27,,Y
serum,Beta 2-Glycoprotein 1 IgA Antibody,#N/A,,SAU,SAU,1,2018/4/27,,Y
serum,Beta 2-Glycoprotein 1 IgG Antibody,#N/A,,U/mL,U/mL,1,2018/4/27,,Y
serum,Beta 2-Glycoprotein 1 IgM Antibody,#N/A,,U/mL,U/mL,1,2018/4/27,,Y
serum,Beta 2-Glycoprotein I,#N/A,,microgm/mL,mg/L,1,2018/4/27,,N
serum,Beta 2-Glycoprotein I,#N/A,,mg/dL,mg/L,10,2018/4/27,,Y
plasma,Beta 2-Glycoprotein I,#N/A,,microgm/mL,mg/L,1,2018/4/27,,Y
serum,Beta 2-Microglobulin,#N/A,,nmol/L,mg/L,0.0118,2018/4/27,,Y
blood,Beta 2-Microglobulin,#N/A,,microgm/mL,mg/L,1,2018/4/27,,Y
serum,Beta 2-Microglobulin,#N/A,,mg/L,mg/L,1,2018/4/27,,Y
plasma,Beta 2-Microglobulin,#N/A,,microgm/mL,mg/L,1,2018/4/27,,Y
blood,Beta 2-Microglobulin,#N/A,,mg/L,mg/L,1,2018/4/27,,Y
plasma,Beta 2-Microglobulin,#N/A,,mg/dL,mg/L,10,2018/4/27,,Y
plasma,Beta 2-Microglobulin,#N/A,,mg/L,mg/L,1,2018/4/27,,Y
serum,Beta 2-Microglobulin,#N/A,,microgm/mL,mg/L,1,2018/4/27,,Y
plasma,Beta 2-Microglobulin,#N/A,,nmol/L,mg/L,0.0118,2018/4/27,,Y
serum,Beta 2-Microglobulin,#N/A,,microgm/L,mg/L,0.001,2018/4/27,,Y
serum,Beta 2-Microglobulin,#N/A,,mg/dL,mg/L,10,2018/4/27,,Y
plasma,Beta 2-Microglobulin,#N/A,,microgm/L,mg/L,0.001,2018/4/27,,Y
serum,Beta Globulin,Beta Globulin,,gm/L,gm/L,1,2018/4/27,,Y
serum,Beta Globulin,Beta Globulin,,gm%,gm/L,10,2018/4/27,,Y
blood,Beta Globulin,Beta Globulin,,gm/dL,gm/L,10,2018/4/27,,Y
blood,Beta Globulin,Beta Globulin,,gm/L,gm/L,1,2018/4/27,,Y
serum,Beta Globulin,Beta Globulin,,gm/dL,gm/L,10,2018/4/27,,Y
serum,Beta Globulin/Protein,#N/A,,%,%,1,2018/4/27,,Y
blood,Beta Globulin/Protein,#N/A,,%,%,1,2018/4/27,,Y
plasma,Beta-D-Glucan,#N/A,,microgm/L,pg/mL,1000,2018/4/27,,N
plasma,Beta-D-Glucan,#N/A,,pg/mL,pg/mL,1,2018/4/27,,N
serum,Beta-D-Glucan,#N/A,,microgm/L,pg/mL,1000,2018/4/27,,N
serum,Beta-D-Glucan,#N/A,,pg/mL,pg/mL,1,2018/4/27,,N
blood,Beta-Hydroxybutyric Acid,#N/A,,mmol/L,micromol/L,1000,2018/4/27,,Y
plasma,Beta-Hydroxybutyric Acid,#N/A,,micromol/L,micromol/L,1,2018/4/27,,Y
plasma,Beta-Hydroxybutyric Acid,#N/A,,mg/L,micromol/L,9.605,2018/4/27,,Y
serum,Beta-Hydroxybutyric Acid,#N/A,,mg/dL,micromol/L,96.05,2018/4/27,,Y
serum,Beta-Hydroxybutyric Acid,#N/A,,mmol/L,micromol/L,1000,2018/4/27,,Y
blood,Beta-Hydroxybutyric Acid,#N/A,,micromol/L,micromol/L,1,2018/4/27,,Y
serum,Beta-Hydroxybutyric Acid,#N/A,,mg/L,micromol/L,9.605,2018/4/27,,Y
serum,Beta-Hydroxybutyric Acid,#N/A,,micromol/L,micromol/L,1,2018/4/27,,Y
plasma,Beta-Hydroxybutyric Acid,#N/A,,mg/dL,micromol/L,96.05,2018/4/27,,Y
plasma,Beta-Hydroxybutyric Acid,#N/A,,mmol/L,micromol/L,1000,2018/4/27,,Y
blood,Beta-Hydroxybutyric Acid,#N/A,,mg/L,micromol/L,9.605,2018/4/27,,Y
blood,Beta-Hydroxybutyric Acid,#N/A,,mg/dL,micromol/L,96.05,2018/4/27,,Y
serum,Bicarbonate,Bicarbonate,,mg/dL,mmol/L,0.1638,2018/4/27,,Y
plasma,Bicarbonate,Bicarbonate,,mg/dL,mmol/L,0.1638,2018/4/27,,Y
blood,Bicarbonate,Bicarbonate,,mg/dL,mmol/L,0.1638,2018/4/27,,Y
serum,Bicarbonate,Bicarbonate,,mmol/L,mmol/L,1,2018/4/27,,Y
plasma,Bicarbonate,Bicarbonate,,mEq/L,mmol/L,1,2018/4/27,,Y
plasma,Bicarbonate,Bicarbonate,,mmol/L,mmol/L,1,2018/4/27,,Y
blood,Bicarbonate,Bicarbonate,,mmol/L,mmol/L,1,2018/4/27,,Y
blood,Bicarbonate,Bicarbonate,,mEq/L,mmol/L,1,2018/4/27,,Y
serum,Bicarbonate,Bicarbonate,,mEq/L,mmol/L,1,2018/4/27,,Y
serum,Bilirubin,Bilirubin,,gm/dL,micromol/L,17100,2018/4/27,,Y
plasma,Bilirubin,Bilirubin,,micromol/L,micromol/L,1,2018/4/27,,Y
blood,Bilirubin,Bilirubin,,gm/dL,micromol/L,17100,2018/4/27,,Y
plasma,Bilirubin,Bilirubin,,mg/L,micromol/L,1.71,2018/4/27,,Y
blood,Bilirubin,Bilirubin,,mg%,micromol/L,17.1,2018/4/27,,Y
blood,Bilirubin,Bilirubin,,mg/L,micromol/L,1.71,2018/4/27,,Y
serum,Bilirubin,Bilirubin,,micromol/L,micromol/L,1,2018/4/27,,Y
serum,Bilirubin,Bilirubin,,mg%,micromol/L,17.1,2018/4/27,,Y
plasma,Bilirubin,Bilirubin,,mg%,micromol/L,17.1,2018/4/27,,Y
plasma,Bilirubin,Bilirubin,,gm/dL,micromol/L,17100,2018/4/27,,Y
blood,Bilirubin,Bilirubin,,micromol/L,micromol/L,1,2018/4/27,,Y
blood,Bilirubin,Bilirubin,,mmol/L,micromol/L,1000,2018/4/27,,Y
serum,Bilirubin,Bilirubin,,mg/L,micromol/L,1.71,2018/4/27,,Y
blood,Bilirubin,Bilirubin,,mg/dL,micromol/L,17.1,2018/4/27,,Y
serum,Bilirubin,Bilirubin,,mmol/L,micromol/L,1000,2018/4/27,,Y
plasma,Bilirubin,Bilirubin,,mg/dL,micromol/L,17.1,2018/4/27,,Y
serum,Bilirubin,Bilirubin,,mg/dL,micromol/L,17.1,2018/4/27,,Y
plasma,Bilirubin,Bilirubin,,mmol/L,micromol/L,1000,2018/4/27,,Y
serum,Birch Tree Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Black Walnut Tree Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
blood,Blasts,Blasts,,10[3]/mm[3],10[9]/L,1,2018/4/27,,N
blood,Blasts,Blasts,,10[9]/L,10[9]/L,1,2018/4/27,,N
blood,Blasts,Blasts,,/nL,10[9]/L,1,2018/4/27,,N
blood,Blasts,Blasts,,/mm[3],10[9]/L,0.001,2018/4/27,,N
blood,Blasts,Blasts,,/microL,10[9]/L,0.001,2018/4/27,,N
blood,Blasts,Blasts,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Blasts/Leukocytes,Blasts/Leukocytes,,10[3]/mm[3],10[9]/L,1,2018/4/27,,Y
blood,Blasts/Leukocytes,Blasts/Leukocytes,,%,%,1,2018/4/27,,Y
blood,Blasts/Leukocytes,Blasts/Leukocytes,,/microL,10[9]/L,0.001,2018/4/27,,Y
blood,Blasts/Leukocytes,Blasts/Leukocytes,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Blasts/Leukocytes,Blasts/Leukocytes,,/mm[3],10[9]/L,0.001,2018/4/27,,Y
blood,Blasts/Leukocytes,Blasts/Leukocytes,,10[9]/L,10[9]/L,1,2018/4/27,,Y
blood,Blasts/Leukocytes,Blasts/Leukocytes,,/nL,10[9]/L,1,2018/4/27,,Y
blood,Bleeding Time,Bleeding Time,,sec,min,0.0167,2018/4/27,,Y
blood,Bleeding Time,Bleeding Time,,min,min,1,2018/4/27,,Y
plasma,Blood Urea Nitrogen,#N/A,,mg/dL,mmol/L,0.357,2018/4/27,,Y
plasma,Blood Urea Nitrogen,#N/A,,gm/L,mmol/L,35.7,2018/4/27,,Y
blood,Blood Urea Nitrogen,#N/A,,mmol/L,mmol/L,1,2018/4/27,,Y
blood,Blood Urea Nitrogen,#N/A,,mg/mL,mmol/L,35.7,2018/4/27,,Y
serum,Blood Urea Nitrogen,#N/A,,mg%,mmol/L,0.357,2018/4/27,,Y
blood,Blood Urea Nitrogen,#N/A,,mg%,mmol/L,0.357,2018/4/27,,Y
plasma,Blood Urea Nitrogen,#N/A,,mg%,mmol/L,0.357,2018/4/27,,Y
serum,Blood Urea Nitrogen,#N/A,,gm/L,mmol/L,35.7,2018/4/27,,Y
blood,Blood Urea Nitrogen,#N/A,,mg/L,mmol/L,0.0357,2018/4/27,,Y
serum,Blood Urea Nitrogen,#N/A,,mg/mL,mmol/L,35.7,2018/4/27,,Y
serum,Blood Urea Nitrogen,#N/A,,mmol/L,mmol/L,1,2018/4/27,,Y
serum,Blood Urea Nitrogen,#N/A,,mg/dL,mmol/L,0.357,2018/4/27,,Y
plasma,Blood Urea Nitrogen,#N/A,,mg/L,mmol/L,0.0357,2018/4/27,,Y
serum,Blood Urea Nitrogen,#N/A,,mg/L,mmol/L,0.0357,2018/4/27,,Y
plasma,Blood Urea Nitrogen,#N/A,,mmol/L,mmol/L,1,2018/4/27,,Y
blood,Blood Urea Nitrogen,#N/A,,mg/dL,mmol/L,0.357,2018/4/27,,Y
plasma,Blood Urea Nitrogen/Creatinine Ratio,#N/A,,,,,2018/4/27,,
serum,Blood Urea Nitrogen/Creatinine Ratio,#N/A,,,,,2018/4/27,,
blood,Blood Urea Nitrogen/Creatinine Ratio,#N/A,,,,,2018/4/27,,
serum,Blue Mussel f37 Allergen Sp IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Bone Alkaline Phosphatase,#N/A,,IU/L,microkat/L,0.0167,2018/4/27,,Y
plasma,Bone Alkaline Phosphatase Mass,#N/A,,microgm/L,microgm/L,1,2018/4/27,,Y
serum,Bone Alkaline Phosphatase Mass,#N/A,,microgm/L,microgm/L,1,2018/4/27,,N
serum,Bone Alkaline Phosphatase Mass,#N/A,,ng/mL,microgm/L,1,2018/4/27,,Y
serum,Bone Alkaline Phosphatase/ALP,#N/A,,%,%,1,2018/4/27,,Y
plasma,Bone Tartrate-Resistant Acid Phosphatase,#N/A,,IU/L,IU/L,1,2018/4/27,,Y
serum,Bone Tartrate-Resistant Acid Phosphatase,#N/A,,IU/L,IU/L,1,2018/4/27,,Y
serum,Borrelia Burgdorferi Antibody,Borrelia burgdorferi Antibody,,IU/mL,IU/mL,1,2018/4/27,,Y
serum,Borrelia Burgdorferi Antibody,Borrelia burgdorferi Antibody,,U/mL,IU/mL,1,2018/4/27,,Y
serum,Box Elder Tree Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Box Elder Tree IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
serum,Brain Natriuretic Peptide,Brain Natriuretic Peptide,,pmol/L,pg/mL,3.467,2018/4/27,,Y
plasma,Brain Natriuretic Peptide,Brain Natriuretic Peptide,,ng/L,pg/mL,1,2018/4/27,,Y
blood,Brain Natriuretic Peptide,Brain Natriuretic Peptide,,ng/L,pg/mL,1,2018/4/27,,Y
plasma,Brain Natriuretic Peptide,Brain Natriuretic Peptide,,pmol/L,pg/mL,3.467,2018/4/27,,Y
blood,Brain Natriuretic Peptide,Brain Natriuretic Peptide,,pg/mL,pg/mL,1,2018/4/27,,Y
blood,Brain Natriuretic Peptide,Brain Natriuretic Peptide,,pmol/L,pg/mL,3.467,2018/4/27,,Y
serum,Brain Natriuretic Peptide,Brain Natriuretic Peptide,,pg/mL,pg/mL,1,2018/4/27,,Y
blood,Brain Natriuretic Peptide,Brain Natriuretic Peptide,,pg/dL,pg/mL,0.01,2018/4/27,,Y
plasma,Brain Natriuretic Peptide,Brain Natriuretic Peptide,,pg/mL,pg/mL,1,2018/4/27,,N
serum,Brain Natriuretic Peptide,Brain Natriuretic Peptide,,ng/L,pg/mL,1,2018/4/27,,Y
plasma,Brain Natriuretic Peptide 1-32,#N/A,,pM,pmol/L,1,2018/4/27,,N
plasma,Brain Natriuretic Peptide 1-32,#N/A,,pmol/L,pmol/L,1,2018/4/27,,N
plasma,Brain Natriuretic Peptide 3-32,#N/A,,pM,pmol/L,1,2018/4/27,,Y
plasma,Brain Natriuretic Peptide 3-32,#N/A,,pmol/L,pmol/L,1,2018/4/27,,Y
plasma,Brain Natriuretic Peptide 4-32,#N/A,,pM,pmol/L,1,2018/4/27,,Y
plasma,Brain Natriuretic Peptide 4-32,#N/A,,pmol/L,pmol/L,1,2018/4/27,,Y
plasma,Brain Natriuretic Peptide 5-31,#N/A,,pM,pmol/L,1,2018/4/27,,Y
plasma,Brain Natriuretic Peptide 5-31,#N/A,,pmol/L,pmol/L,1,2018/4/27,,Y
plasma,Brain Natriuretic Peptide 5-32,#N/A,,pmol/L,pmol/L,1,2018/4/27,,Y
plasma,Brain Natriuretic Peptide 5-32,#N/A,,pM,pmol/L,1,2018/4/27,,Y
plasma,Brain-Derived Neurotrophic Factor,Brain-Derived Neurotrophic Factor,,pg/mL,pg/mL,1,2018/4/27,,N
plasma,Bromide 0 Hour,#N/A,,micromol/L,micromol/L,1,2018/4/27,,N
plasma,Bromide 4 Hour,#N/A,,micromol/L,micromol/L,1,2018/4/27,,N
plasma,Bromide Delta Calculation,#N/A,,micromol/L,micromol/L,1,2018/4/27,,N
serum,Buffer Base,#N/A,,mmol/L,mmol/L,1,2018/4/27,,Y
blood,Buffer Base,#N/A,,mmol/L,mmol/L,1,2018/4/27,,Y
serum,C Reactive Protein,C Reactive Protein,,mg/dL,mg/L,10,2018/4/27,,Y
serum,C Reactive Protein,C Reactive Protein,,mg/L,mg/L,1,2018/4/27,,Y
plasma,C-1 Esterase Inhibitor,#N/A,,mg/L,mg/L,1,2018/4/27,,Y
plasma,C-1 Esterase Inhibitor,#N/A,,mg/dL,mg/L,10,2018/4/27,,Y
serum,C-1 Esterase Inhibitor,#N/A,,mg/dL,mg/L,10,2018/4/27,,Y
serum,C-1 Esterase Inhibitor,#N/A,,mg/L,mg/L,1,2018/4/27,,Y
plasma,C-Peptide,C-peptide,,nmol/L,nmol/L,1,2018/4/27,,Y
plasma,C-Peptide,C-peptide,,ng/mL,nmol/L,0.333,2018/4/27,,Y
serum,C-Peptide,C-peptide,,nmol/L,nmol/L,1,2018/4/27,,Y
plasma,C-Peptide,C-peptide,,pmol/L,nmol/L,0.001,2018/4/27,,Y
serum,C-Peptide,C-peptide,,ng/mL,nmol/L,0.333,2018/4/27,,Y
serum,C-Peptide,C-peptide,,microgm/L,nmol/L,0.333,2018/4/27,,Y
serum,C-Peptide,C-peptide,,pmol/L,nmol/L,0.001,2018/4/27,,Y
blood,C-Peptide,C-peptide,,pg/mL,nmol/L,3.00E-04,2018/4/27,,Y
plasma,C-Peptide,C-peptide,,microgm/L,nmol/L,0.333,2018/4/27,,Y
blood,C-Peptide,C-peptide,,ng/mL,nmol/L,0.333,2018/4/27,,Y
plasma,C-Reactive Protein,#N/A,,mg/L,mg/L,1,2018/4/27,,Y
plasma,C-Reactive Protein,#N/A,,microgm/mL,mg/L,1,2018/4/27,,Y
plasma,C-Reactive Protein,#N/A,,microgm/L,mg/L,0.001,2018/4/27,,Y
serum,C-Reactive Protein,#N/A,,nmol/L,mg/L,0.105,2018/4/27,,Y
plasma,C-Reactive Protein,#N/A,,mg/dL,mg/L,10,2018/4/27,,Y
serum,C-Reactive Protein,#N/A,,ng/mL,mg/L,0.001,2018/4/27,,Y
serum,C-Reactive Protein,#N/A,,microgm/mL,mg/L,1,2018/4/27,,Y
serum,C-Reactive Protein,#N/A,,microgm/L,mg/L,0.001,2018/4/27,,Y
serum,C-Reactive Protein,#N/A,,microgm/dL,mg/L,0.01,2018/4/27,,Y
plasma,C-Reactive Protein,#N/A,,microgm/dL,mg/L,0.01,2018/4/27,,Y
blood,C-Reactive Protein,#N/A,,mg/dL,mg/L,10,2018/4/27,,Y
serum,C-Reactive Protein,#N/A,,mg%,mg/L,10,2018/4/27,,Y
serum,C-Reactive Protein,#N/A,,mg/mL,mg/L,1000,2018/4/27,,Y
blood,C-Reactive Protein,#N/A,,microgm/L,mg/L,0.001,2018/4/27,,Y
plasma,C-Reactive Protein,#N/A,,mg/mL,mg/L,1000,2018/4/27,,Y
serum,C-Reactive Protein,#N/A,,mg/dL,mg/L,10,2018/4/27,,Y
plasma,C-Reactive Protein,#N/A,,nmol/L,mg/L,0.105,2018/4/27,,Y
blood,C-Reactive Protein,#N/A,,mg/L,mg/L,1,2018/4/27,,Y
blood,C-Reactive Protein,#N/A,,nmol/L,mg/L,0.105,2018/4/27,,Y
blood,C-Reactive Protein,#N/A,,mg%,mg/L,10,2018/4/27,,Y
plasma,C-Reactive Protein,#N/A,,ng/mL,mg/L,0.001,2018/4/27,,Y
plasma,C-Reactive Protein,#N/A,,mg%,mg/L,10,2018/4/27,,Y
serum,C-Reactive Protein,#N/A,,mg/L,mg/L,1,2018/4/27,,Y
blood,C-Reactive Protein,#N/A,,mg/mL,mg/L,1000,2018/4/27,,Y
blood,"C-Reactive Protein, High Sensitivity",#N/A,,mg/L,mg/L,1,2018/4/27,,Y
serum,"C-Reactive Protein, High Sensitivity",#N/A,,mg/L,mg/L,1,2018/4/27,,Y
blood,"C-Reactive Protein, High Sensitivity",#N/A,,mg/dL,mg/L,10,2018/4/27,,Y
serum,"C-Reactive Protein, High Sensitivity",#N/A,,mg/dL,mg/L,10,2018/4/27,,Y
plasma,"C-Reactive Protein, High Sensitivity",#N/A,,mg/dL,mg/L,10,2018/4/27,,Y
plasma,"C-Reactive Protein, High Sensitivity",#N/A,,mg/L,mg/L,1,2018/4/27,,Y
plasma,"C-Reactive Protein, High Sensitivity",#N/A,,ng/mL,mg/L,0.001,2018/4/27,,Y
serum,"C-Reactive Protein, High Sensitivity",#N/A,,ng/mL,mg/L,0.001,2018/4/27,,Y
serum,C-Telopeptide Type I Collagen MMPs,#N/A,,microgm/L,microgm/L,1,2018/4/27,,N
